"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 20, 2021","0.05685","0.05716","0.05780","0.05665","105.19M","-0.51%"
"Aug 19, 2021","0.05714","0.05412","0.05740","0.05282","111.30M","5.54%"
"Aug 18, 2021","0.05414","0.05480","0.05724","0.05087","145.28M","-1.21%"
"Aug 17, 2021","0.05480","0.05800","0.06199","0.05419","147.47M","-5.52%"
"Aug 16, 2021","0.05800","0.05997","0.06178","0.05763","122.63M","-3.29%"
"Aug 15, 2021","0.05997","0.05771","0.06057","0.05538","185.83M","3.92%"
"Aug 14, 2021","0.05771","0.05765","0.05979","0.05558","114.74M","0.05%"
"Aug 13, 2021","0.05768","0.05421","0.05776","0.05327","124.24M","6.37%"
"Aug 12, 2021","0.05423","0.05587","0.05791","0.05074","186.41M","-2.94%"
"Aug 11, 2021","0.05587","0.05202","0.05871","0.05196","228.67M","7.39%"
"Aug 10, 2021","0.05202","0.05175","0.05332","0.05006","139.75M","0.52%"
"Aug 09, 2021","0.05175","0.04823","0.05419","0.04647","144.92M","7.30%"
"Aug 08, 2021","0.04823","0.04922","0.05234","0.04759","156.80M","-2.01%"
"Aug 07, 2021","0.04922","0.04795","0.05066","0.04759","101.70M","2.65%"
"Aug 06, 2021","0.04795","0.04724","0.04907","0.04591","96.38M","1.51%"
"Aug 05, 2021","0.04724","0.04486","0.04740","0.04396","147.60M","5.29%"
"Aug 04, 2021","0.04486","0.04369","0.04599","0.04306","93.51M","2.72%"
"Aug 03, 2021","0.04367","0.04396","0.04464","0.04176","61.98M","-0.73%"
"Aug 02, 2021","0.04399","0.04119","0.04478","0.04054","119.65M","6.80%"
"Aug 01, 2021","0.04119","0.04237","0.04474","0.04071","90.91M","-2.78%"
"Jul 31, 2021","0.04237","0.04303","0.04384","0.04156","89.27M","-1.53%"
"Jul 30, 2021","0.04303","0.04030","0.04328","0.03955","116.38M","6.76%"
"Jul 29, 2021","0.04030","0.04019","0.04109","0.03956","77.14M","0.49%"
"Jul 28, 2021","0.04011","0.03998","0.04083","0.03845","106.78M","0.31%"
"Jul 27, 2021","0.03998","0.03878","0.04027","0.03739","85.65M","3.12%"
"Jul 26, 2021","0.03878","0.03938","0.04364","0.03826","217.31M","-1.47%"
"Jul 25, 2021","0.03936","0.03871","0.03948","0.03757","52.39M","1.54%"
"Jul 24, 2021","0.03876","0.03766","0.03907","0.03737","82.10M","2.98%"
"Jul 23, 2021","0.03764","0.03705","0.03773","0.03580","74.43M","1.58%"
"Jul 22, 2021","0.03705","0.03619","0.03723","0.03554","85.38M","2.75%"
"Jul 21, 2021","0.03606","0.03428","0.03785","0.03335","171.40M","5.20%"
"Jul 20, 2021","0.03428","0.03657","0.03780","0.03362","83.00M","-6.27%"
"Jul 19, 2021","0.03657","0.03873","0.03882","0.03621","49.25M","-5.58%"
"Jul 18, 2021","0.03873","0.03846","0.04062","0.03787","110.49M","0.72%"
"Jul 17, 2021","0.03846","0.03750","0.03962","0.03723","43.99M","2.55%"
"Jul 16, 2021","0.03750","0.03928","0.04057","0.03739","113.54M","-4.55%"
"Jul 15, 2021","0.03928","0.04024","0.04120","0.03825","86.62M","-2.38%"
"Jul 14, 2021","0.04024","0.04060","0.04073","0.03771","49.00M","-0.88%"
"Jul 13, 2021","0.04060","0.04080","0.04273","0.04008","80.48M","-0.65%"
"Jul 12, 2021","0.04086","0.04186","0.04399","0.04007","85.24M","-2.38%"
"Jul 11, 2021","0.04186","0.04179","0.04368","0.04101","39.44M","0.17%"
"Jul 10, 2021","0.04179","0.04255","0.04357","0.04075","40.78M","-1.91%"
"Jul 09, 2021","0.04260","0.04093","0.04270","0.04005","50.12M","4.08%"
"Jul 08, 2021","0.04093","0.04430","0.04457","0.04033","106.15M","-7.60%"
"Jul 07, 2021","0.04430","0.04379","0.04733","0.04330","135.79M","1.17%"
"Jul 06, 2021","0.04379","0.04298","0.04597","0.04288","174.04M","1.88%"
"Jul 05, 2021","0.04298","0.04469","0.04469","0.04147","53.16M","-3.83%"
"Jul 04, 2021","0.04469","0.04363","0.04618","0.04361","59.91M","2.44%"
"Jul 03, 2021","0.04363","0.04264","0.04511","0.04169","50.74M","2.30%"
"Jul 02, 2021","0.04264","0.04205","0.04277","0.04027","39.57M","1.17%"
"Jul 01, 2021","0.04215","0.04478","0.04483","0.04112","48.29M","-5.85%"
"Jun 30, 2021","0.04477","0.04488","0.04631","0.04182","94.03M","-0.25%"
"Jun 29, 2021","0.04488","0.04314","0.04679","0.04309","109.56M","4.04%"
"Jun 28, 2021","0.04314","0.04196","0.04693","0.04154","166.21M","3.10%"
"Jun 27, 2021","0.04184","0.04137","0.04216","0.03949","42.13M","1.14%"
"Jun 26, 2021","0.04137","0.04087","0.04217","0.03910","43.10M","1.16%"
"Jun 25, 2021","0.04089","0.04520","0.04643","0.04007","64.61M","-9.53%"
"Jun 24, 2021","0.04520","0.04399","0.04698","0.04258","91.75M","2.76%"
"Jun 23, 2021","0.04399","0.04062","0.04431","0.03895","73.45M","8.29%"
"Jun 22, 2021","0.04062","0.03893","0.04143","0.03539","195.29M","4.34%"
"Jun 21, 2021","0.03893","0.05026","0.05036","0.03882","151.79M","-22.59%"
"Jun 20, 2021","0.05029","0.04746","0.05079","0.04459","59.62M","5.96%"
"Jun 19, 2021","0.04746","0.04775","0.04994","0.04687","48.70M","-0.60%"
