"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 20, 2021","654.44","659.71","665.83","654.44","61.03K","-0.87%"
"Aug 19, 2021","660.19","632.10","660.19","619.66","57.13K","4.45%"
"Aug 18, 2021","632.06","639.28","654.69","620.45","54.54K","-1.05%"
"Aug 17, 2021","638.78","673.10","690.82","637.71","75.22K","-5.10%"
"Aug 16, 2021","673.13","703.30","714.46","673.10","67.33K","-4.28%"
"Aug 15, 2021","703.22","692.01","708.98","672.25","116.80K","1.52%"
"Aug 14, 2021","692.72","654.52","692.72","642.26","95.23K","5.85%"
"Aug 13, 2021","654.46","606.20","655.31","601.49","86.14K","7.98%"
"Aug 12, 2021","606.08","620.31","649.42","592.44","109.22K","-2.39%"
"Aug 11, 2021","620.95","591.96","632.24","590.59","83.29K","4.86%"
"Aug 10, 2021","592.17","591.31","606.39","573.95","77.30K","0.13%"
"Aug 09, 2021","591.42","555.63","600.74","543.51","93.44K","6.45%"
"Aug 08, 2021","555.56","583.85","589.78","554.72","75.68K","-4.77%"
"Aug 07, 2021","583.36","557.23","590.76","553.53","112.58K","4.76%"
"Aug 06, 2021","556.84","548.53","560.68","536.95","69.44K","1.51%"
"Aug 05, 2021","548.53","545.64","550.68","523.10","61.74K","0.63%"
"Aug 04, 2021","545.08","538.66","552.33","524.95","59.49K","1.21%"
"Aug 03, 2021","538.54","543.31","551.88","522.75","57.76K","-0.91%"
"Aug 02, 2021","543.49","526.22","566.90","520.54","85.92K","3.20%"
"Aug 01, 2021","526.65","546.10","562.87","515.66","88.41K","-3.22%"
"Jul 31, 2021","544.20","552.82","557.67","536.90","69.32K","-1.46%"
"Jul 30, 2021","552.26","539.11","552.96","518.29","88.60K","2.52%"
"Jul 29, 2021","538.70","511.69","547.16","498.57","72.91K","5.50%"
"Jul 28, 2021","510.60","501.88","519.10","489.90","71.19K","1.67%"
"Jul 27, 2021","502.19","481.32","503.80","467.87","67.50K","4.29%"
"Jul 26, 2021","481.53","454.98","517.68","452.70","153.96K","5.84%"
"Jul 25, 2021","454.95","454.98","456.32","441.27","44.74K","-0.10%"
"Jul 24, 2021","455.39","455.03","459.92","453.25","33.94K","0.18%"
"Jul 23, 2021","454.55","442.02","455.71","431.73","36.63K","2.84%"
"Jul 22, 2021","442.01","430.47","445.40","424.23","46.90K","2.64%"
"Jul 21, 2021","430.65","398.22","435.09","392.33","66.30K","8.07%"
"Jul 20, 2021","398.49","415.07","421.89","384.00","72.17K","-3.85%"
"Jul 19, 2021","414.45","438.36","441.36","413.60","48.05K","-5.36%"
"Jul 18, 2021","437.90","436.11","453.21","432.86","36.88K","0.47%"
"Jul 17, 2021","435.87","437.97","446.45","430.79","39.70K","-0.48%"
"Jul 16, 2021","437.98","455.21","464.60","437.20","43.35K","-3.81%"
"Jul 15, 2021","455.34","467.41","473.87","444.14","48.42K","-2.59%"
"Jul 14, 2021","467.43","465.22","478.02","444.60","49.83K","0.49%"
"Jul 13, 2021","465.17","479.61","484.33","460.01","35.02K","-3.09%"
"Jul 12, 2021","479.99","498.16","508.65","471.38","52.07K","-3.62%"
"Jul 11, 2021","498.00","497.31","503.71","489.46","31.21K","0.19%"
"Jul 10, 2021","497.07","503.44","511.03","484.20","28.13K","-1.39%"
"Jul 09, 2021","504.07","490.07","509.85","471.78","42.85K","2.77%"
"Jul 08, 2021","490.49","509.01","510.53","479.38","61.62K","-3.74%"
"Jul 07, 2021","509.53","510.88","537.41","507.31","45.48K","0.03%"
"Jul 06, 2021","509.38","504.39","525.29","504.39","66.38K","0.99%"
"Jul 05, 2021","504.40","526.81","526.81","500.88","76.78K","-4.29%"
"Jul 04, 2021","527.02","519.98","537.61","519.89","67.24K","3.94%"
"Jul 03, 2021","507.04","495.74","510.95","490.45","34.49K","2.24%"
"Jul 02, 2021","495.93","495.59","502.66","482.46","46.12K","-0.09%"
"Jul 01, 2021","496.37","526.86","526.86","489.31","94.11K","-5.72%"
"Jun 30, 2021","526.51","524.21","526.51","505.56","84.68K","1.02%"
"Jun 29, 2021","521.19","501.49","537.35","501.49","128.44K","4.01%"
"Jun 28, 2021","501.10","478.05","512.08","476.27","94.02K","4.97%"
"Jun 27, 2021","477.36","459.29","477.36","452.07","72.37K","3.88%"
"Jun 26, 2021","459.55","449.37","459.55","433.59","89.41K","2.06%"
"Jun 25, 2021","450.26","486.99","493.22","450.26","97.93K","-7.34%"
"Jun 24, 2021","485.93","473.50","488.74","459.79","96.18K","2.81%"
"Jun 23, 2021","472.66","444.30","477.40","444.30","159.24K","6.44%"
"Jun 22, 2021","444.06","455.90","468.19","409.33","324.70K","-2.64%"
"Jun 21, 2021","456.11","556.06","556.06","456.11","220.95K","-17.94%"
"Jun 20, 2021","555.80","552.37","559.28","524.93","96.25K","0.62%"
"Jun 19, 2021","552.35","563.15","579.22","552.35","56.06K","-1.77%"
"Jun 18, 2021","562.30","598.93","598.93","549.56","96.85K","-6.07%"
"Jun 17, 2021","598.66","593.22","619.37","587.58","63.45K","0.91%"
"Jun 16, 2021","593.25","627.27","627.27","593.25","89.00K","-5.46%"
"Jun 15, 2021","627.50","641.65","647.33","620.60","76.45K","-2.16%"
"Jun 14, 2021","641.35","615.58","641.35","603.59","95.98K","4.52%"
"Jun 13, 2021","613.61","580.05","613.61","563.43","84.70K","5.91%"
"Jun 12, 2021","579.38","577.36","582.32","551.65","93.62K","0.38%"
"Jun 11, 2021","577.17","601.71","607.58","577.17","95.05K","-4.01%"
"Jun 10, 2021","601.30","634.71","634.71","600.77","92.53K","-5.04%"
