Date,Open,High,Low,Close,Adj Close,Volume
2012-08-13,9.800000,9.800000,9.800000,9.800000,9.751678,0
2012-08-14,9.800000,9.800000,9.800000,9.800000,9.751678,0
2012-08-15,9.700000,9.700000,9.700000,9.700000,9.652170,300
2012-08-16,9.800000,9.800000,9.800000,9.800000,9.751678,500
2012-08-17,9.800000,9.800000,9.800000,9.800000,9.751678,0
2012-08-20,9.600000,9.600000,9.600000,9.600000,9.552665,100
2012-08-21,9.600000,9.600000,9.600000,9.600000,9.552665,0
2012-08-22,9.600000,9.600000,9.600000,9.600000,9.552665,0
2012-08-23,9.820000,9.820000,9.820000,9.820000,9.771579,100
2012-08-24,9.820000,9.820000,9.820000,9.820000,9.771579,0
2012-08-27,10.000000,10.000000,10.000000,10.000000,9.950692,100
2012-08-28,9.990000,9.990000,9.990000,9.990000,9.940741,100
2012-08-29,9.990000,9.990000,9.990000,9.990000,9.940741,0
2012-08-30,9.990000,9.990000,9.990000,9.990000,9.940741,0
2012-08-31,9.990000,9.990000,9.990000,9.990000,9.940741,0
2012-09-04,9.600000,9.600000,9.600000,9.600000,9.552665,300
2012-09-05,9.340000,9.520000,9.310000,9.380000,9.333749,101800
2012-09-06,9.550000,9.550000,9.550000,9.550000,9.502911,900
2012-09-07,9.550000,9.550000,9.550000,9.550000,9.502911,0
2012-09-10,9.550000,9.550000,9.550000,9.550000,9.502911,0
2012-09-11,10.000000,10.000000,9.780000,9.910000,9.861136,15700
2012-09-12,9.910000,9.910000,9.910000,9.910000,9.861136,0
2012-09-13,10.600000,10.600000,10.600000,10.600000,10.547734,2300
2012-09-14,10.030000,10.100000,10.010000,10.100000,10.050200,700
2012-09-17,10.100000,10.100000,10.100000,10.100000,10.050200,0
2012-09-18,9.700000,9.700000,9.700000,9.700000,9.652170,100
2012-09-19,9.850000,9.850000,9.850000,9.850000,9.801433,1000
2012-09-20,9.850000,9.850000,9.850000,9.850000,9.801433,0
2012-09-21,9.850000,9.850000,9.850000,9.850000,9.801433,0
2012-09-24,9.850000,9.850000,9.850000,9.850000,9.801433,0
2012-09-25,10.260000,10.260000,10.200000,10.200000,10.149706,800
2012-09-26,10.200000,10.200000,10.200000,10.200000,10.149706,0
2012-09-27,9.850000,9.850000,9.850000,9.850000,9.801433,600
2012-09-28,9.850000,9.850000,9.850000,9.850000,9.801433,0
2012-10-01,10.000000,10.000000,9.790000,9.900000,9.851185,300
2012-10-02,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-03,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-04,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-05,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-08,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-09,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-10,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-11,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-12,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-15,9.900000,9.900000,9.900000,9.900000,9.851185,0
2012-10-16,9.670000,9.670000,9.670000,9.670000,9.622319,200
2012-10-17,9.670000,9.670000,9.670000,9.670000,9.622319,0
2012-10-18,9.670000,9.670000,9.670000,9.670000,9.622319,0
2012-10-19,9.760000,9.760000,9.600000,9.600000,9.552665,5300
2012-10-22,9.400000,9.400000,9.400000,9.400000,9.353650,1000
2012-10-23,9.560000,9.560000,9.560000,9.560000,9.512862,500
2012-10-24,9.680000,9.680000,9.680000,9.680000,9.632270,300
2012-10-25,9.500000,9.500000,9.500000,9.500000,9.453157,500
2012-10-26,9.440000,9.440000,9.440000,9.440000,9.393453,500
2012-10-31,9.440000,9.440000,9.440000,9.440000,9.393453,0
2012-11-01,9.100000,9.100000,9.100000,9.100000,9.055131,500
2012-11-02,8.400000,8.400000,8.400000,8.400000,8.358582,400
2012-11-05,8.350000,8.350000,8.350000,8.350000,8.308827,300
2012-11-06,8.750000,8.750000,8.750000,8.750000,8.706856,3200
2012-11-07,8.750000,8.750000,8.750000,8.750000,8.706856,0
2012-11-08,8.750000,8.750000,8.750000,8.750000,8.706856,0
2012-11-09,8.750000,8.750000,8.750000,8.750000,8.706856,0
2012-11-12,8.750000,8.750000,8.750000,8.750000,8.706856,0
2012-11-13,8.150000,8.150000,8.150000,8.150000,8.109814,2400
2012-11-14,8.150000,8.150000,8.150000,8.150000,8.109814,0
2012-11-15,7.850000,8.080000,7.850000,7.850000,7.811293,600
2012-11-16,7.850000,7.850000,7.850000,7.850000,7.811293,0
2012-11-19,7.850000,7.850000,7.850000,7.850000,7.811293,0
2012-11-20,8.380000,8.380000,8.380000,8.380000,8.338680,2300
2012-11-21,8.380000,8.380000,8.380000,8.380000,8.338680,0
